BADGE,CURRENT_TRANSFORMER,RECOMMENDED_TRANSFORMER,CLUSTER,CLUSTER_SIZE,MAPPED_PEERS,CURRENT_VOTES,MAJORITY_VOTES,MAJORITY_SHARE,CONFIDENCE_GAP,PEER_STABILITY,PEERS_CONSIDERED,TIMES_RECOMMENDED,BADGE_N_RUNS,RECOMMENDATION_STABILITY,BADGE_SPID,BADGE_ADDRESS,BADGE_CITY,GIS_BADGE_LAT,GIS_BADGE_LON,BADGE_FEEDERID,BADGE_POINT_X,BADGE_POINT_Y,MODEL_BADGE_LAT,MODEL_BADGE_LON,MODEL_VS_GIS_LATLON_DISTANCE_M,LATLON_DISCREPANCY,CURRENT_TX_STRUCTNO,CURRENT_TX_LID,CURRENT_TX_FEEDERID,CURRENT_TX_SUBTYPE,CURRENT_TX_VAULTCD,CURRENT_TX_LAT,CURRENT_TX_LON,CURRENT_TX_KVA,RECOMMENDED_TX_STRUCTNO,RECOMMENDED_TX_LID,RECOMMENDED_TX_FEEDERID,RECOMMENDED_TX_SUBTYPE,RECOMMENDED_TX_VAULTCD,RECOMMENDED_TX_LAT,RECOMMENDED_TX_LON,RECOMMENDED_TX_KVA,DISTANCE_BADGE_TO_CURRENT_M,DISTANCE_BADGE_TO_RECOMMENDED_M,RECOMMENDATION_TYPE
1257369,,444305,3171,10,8,0,8,1.0,1.0,1.0,9,3,3,1.0,7837803183,,,38.93906252,-104.683648,,-104.683648,38.93906252,38.939001,-104.683638,6.9,False,,,,,,,,,PD109665,PD109665,12FR-31,UG Transformer Bank,RCWH-11,38.93911926,-104.6838522,25,,18.8,new_assignment
1030513,,2516,8119,9,8,0,8,1.0,1.0,1.0,8,3,3,1.0,8533266972,"9246 GRAND CORDERA PKWY, CLUBHOUSE",COLO SPGS,38.9647082,-104.7355703,,-104.7355703,38.9647082,38.851009,-104.834033,15245.5,True,,,,,,,,,OH24904,OH024904,12FT-4,OH Transformer Bank,,38.85143057,-104.8343555,25,,15222.3,new_assignment
1257379,,430001,14931,9,8,0,8,1.0,1.0,1.0,8,3,3,1.0,5280647019,,,38.91260551,-104.6581676,,-104.6581676,38.91260551,38.912544,-104.658158,6.9,False,,,,,,,,,PD108793,PD108793,12FR-32,UG Transformer Bank,RBLR53B-5,38.91293811,-104.6579001,25,,43.6,new_assignment
1257453,,27371,17515,9,8,0,8,1.0,1.0,1.0,8,3,3,1.0,1803659038,,,38.76122827,-104.7318434,,-104.7318434,38.76122827,38.761222,-104.731833,1.1,False,,,,,,,,,PD7883,PD007883,12BY-34,UG Transformer Bank,RPRR-36,38.76127481,-104.7313947,25,,39.2,new_assignment
1115523,,3004,26333,9,8,0,8,1.0,1.0,1.0,8,3,3,1.0,9480124245,2427 E WILLAMETTE AVE,COLO SPGS,38.84058769,-104.7845495,13RI-1,-104.7845495,38.84058769,38.840581,-104.784539,1.2,False,,,,,,,,,OH15305,OH015305,13RI-1,OH Transformer Bank,,38.84044109,-104.784137,50,,39.3,new_assignment
1232493,,473122,26767,9,8,0,8,1.0,1.0,1.0,8,3,3,1.0,6236475757,3053 KNOXVILLE PT,COLO SPGS,38.78824063,-104.7307119,12JW-1,-104.7307119,38.78824063,38.788235,-104.730699,1.3,False,,,,,,,,,PD109965,PD109965,12JW-1,UG Transformer Bank,RSBR-12,38.78818423,-104.731689,50,,84.9,new_assignment
1257363,,24763,3519,8,7,0,7,1.0,1.0,1.0,7,3,3,1.0,665881257,,,38.88622023,-104.7248217,,-104.7248217,38.88622023,38.886214,-104.724812,1.1,False,,,,,,,,,PD5120,PD005120,13PR-3,UG Transformer Bank,RCC-7,38.88646083,-104.7245425,25,,36.1,new_assignment
1112173,,506653,4286,8,7,0,7,1.0,1.0,1.0,7,3,3,1.0,7632846625,"2510 ARLINGTON DR, HSEMTR",COLO SPGS,38.81114681,-104.7785931,,-104.7785931,38.81114681,38.87995,-104.711202,9622.5,True,,,,,,,,,PD110828,PD110828,13PR-4,UG Transformer Bank,RGS5-11,38.87960435,-104.7113851,50,,9582.4,new_assignment
1145044,,477906,9039,8,7,0,7,1.0,1.0,1.0,7,3,3,1.0,745237554,3131 GREENWAY CREEK VW,COLO SPGS,38.87563401,-104.7135727,,-104.7135727,38.87563401,38.917715,-104.662725,6423.3,True,,,,,,,,,PD110540,PD110540,12FR-32,UG Transformer Bank,RBLR38-8,38.91732355,-104.6624145,50,,6410.2,new_assignment
1232465,,525844,10033,8,7,0,7,1.0,1.0,1.0,7,3,3,1.0,9610393437,10221 SPRY ST,COLO SPGS,38.97847543,-104.7148518,12BG-23,-104.7148518,38.97847543,38.978502,-104.714842,3.1,False,,,,,,,,,PD110783,PD110783,12BG-23,UG Transformer Bank,RTWR2-9,38.97854847,-104.7151081,25,,23.6,new_assignment
1257649,,161599,15209,8,7,0,7,1.0,1.0,1.0,7,3,3,1.0,3773381405,,,39.02494509,-104.8007152,,-104.8007152,39.02494509,39.024883,-104.800704,7.0,False,,,,,,,,,PD21681,PD021681,12FH-11,UG Transformer Bank,RFH26-26,39.02528123,-104.800643,50,,37.9,new_assignment
1082158,,20106,19184,8,7,0,7,1.0,1.0,1.0,7,3,3,1.0,3669337448,770 CANA GRV UNIT 101,COLO SPGS,38.81748189,-104.75053,,-104.75053,38.81748189,38.868048,-104.791712,6658.5,True,,,,,,,,,OH9851,OH009851,12PJ-1,OH Transformer Bank,,38.86813997,-104.7913304,25,,6649.5,new_assignment
1232497,,444308,22687,8,7,0,7,1.0,1.0,1.0,7,3,3,1.0,4166762975,7311 CORNICE PT,COLO SPGS,38.93820196,-104.6840843,,-104.6840843,38.93820196,38.938197,-104.684069,1.4,False,,,,,,,,,PD109667,PD109667,12FR-31,UG Transformer Bank,RCWH-13,38.93841438,-104.6842845,50,,29.3,new_assignment
1232503,,536187,22715,10,7,0,7,1.0,1.0,1.0,9,3,3,1.0,2499337392,5132 DEVERS CT,COLO SPGS,38.7572832,-104.6664412,12HZ-13,-104.6664412,38.7572832,38.757252,-104.666429,3.6,False,,,,,,,,,PD110648,PD110648,12HZ-13,UG Transformer Bank,RBH1-22,38.75691615,-104.6662337,50,,44.6,new_assignment
1232964,,536187,22715,10,7,0,7,1.0,1.0,1.0,9,3,3,1.0,6308202913,5144 DEVERS CT,COLO SPGS,38.7571035,-104.6665103,12HZ-13,-104.6665103,38.7571035,38.757069,-104.6665,3.9,False,,,,,,,,,PD110648,PD110648,12HZ-13,UG Transformer Bank,RBH1-22,38.75691615,-104.6662337,50,,31.8,new_assignment
1232555,,536187,22715,10,7,0,7,1.0,1.0,1.0,9,3,3,1.0,3573338061,5133 DEVERS CT,COLO SPGS,38.75737077,-104.6661552,12HZ-13,-104.6661552,38.75737077,38.75734,-104.666185,4.3,False,,,,,,,,,PD110648,PD110648,12HZ-13,UG Transformer Bank,RBH1-22,38.75691615,-104.6662337,50,,51.0,new_assignment
1132422,,54370,30044,8,7,0,7,1.0,1.0,1.0,7,3,3,1.0,7914551161,,,38.90218686,-104.7920103,12C-3,-104.7920103,38.90218686,38.902152,-104.792,4.0,False,,,,,,,,,PD20374,PD020374,12C-3,UG Transformer Bank,RHCP-2,38.90198315,-104.79165,25,,38.5,new_assignment
1209985,,3278,36075,8,7,0,7,1.0,1.0,1.0,7,3,3,1.0,6752827002,126 N CHESTNUT ST,COLO SPGS,38.83664959,-104.8361923,,-104.8361923,38.83664959,38.836616,-104.836183,3.8,False,,,,,,,,,OH26874,OH026874,12FT-4,OH Transformer Bank,,38.83654193,-104.8364708,25,,26.9,new_assignment
1000795,,383756,175,7,6,0,6,1.0,1.0,1.0,6,3,3,1.0,1932509278,8040 W US HIGHWAY 24,,38.89630943,-104.9703803,,-104.9703803,38.89630943,38.962594,-104.756474,19917.0,True,,,,,,,,,PD21737,PD021737,13BG-3,UG Transformer Bank,CPAB-3,38.96272599,-104.7564088,50,,19927.7,new_assignment
1008085,,6229,2611,7,6,0,6,1.0,1.0,1.0,6,3,3,1.0,7118179109,8343 OLD EXCHANGE DR,COLO SPGS,38.95574915,-104.7597446,13CW-11,-104.7597446,38.95574915,38.955736,-104.759656,7.8,False,,,,,,,,,PD15652,PD015652,13CW-11,UG Transformer Bank,RCP2-40,38.95612056,-104.7601133,25,,52.2,new_assignment
1232532,,506639,2781,7,6,0,6,1.0,1.0,1.0,6,3,3,1.0,2769477031,7851 DESERT WRANGLER DR,COLO SPGS,38.94532697,-104.6579118,12FR-32,-104.6579118,38.94532697,38.945405,-104.657921,8.7,False,,,,,,,,,PD110636,PD110636,12FR-32,UG Transformer Bank,RP1-5,38.94513915,-104.6582137,25,,33.4,new_assignment
1013016,,194556,3784,7,6,0,6,1.0,1.0,1.0,6,3,3,1.0,6760398701,"3997 RADIANT DR, CELL POLE",COLO SPGS,38.86795214,-104.7546063,13RI-2,-104.7546063,38.86795214,38.929091,-104.675714,9634.7,True,,,,,,,,,PD22399,PD022399,12ST-22,UG Transformer Bank,RBLR-143,38.92930879,-104.6755123,25,,9664.2,new_assignment
1037179,,384088,4578,7,6,0,6,1.0,1.0,1.0,6,3,3,1.0,1521452699,8755 SCARBOROUGH DR,COLO SPGS,38.9570014,-104.7383173,,-104.7383173,38.9570014,38.978713,-104.733024,2457.2,True,,,,,,,,,PD108046,PD108046,12KC-42,UG Transformer Bank,RC6-21,38.978972,-104.7330952,50,,2484.4,new_assignment
1031540,,85727,8395,7,6,0,6,1.0,1.0,1.0,6,3,3,1.0,1380684780,1133 NORWOOD AVE,COLO SPGS,38.79939587,-104.8074868,13HK-2,-104.8074868,38.79939587,38.799422,-104.807477,3.0,False,,,,,,,,,OH28726,OH028726,13HK-2,OH Transformer Bank,,38.79917251,-104.8069795,25,,50.5,new_assignment
1127228,,530639,8962,7,6,0,6,1.0,1.0,1.0,6,3,3,1.0,5650533313,"3685 VERDE DR, ELEC",COLO SPGS,38.81085487,-104.7605516,,-104.7605516,38.81085487,38.977788,-104.710689,19057.1,True,,,,,,,,,PD110845,PD110845,12BG-23,UG Transformer Bank,REWR4-5,38.97801969,-104.7107344,25,,19081.3,new_assignment
1045709,,23142,11509,7,6,0,6,1.0,1.0,1.0,6,3,3,1.0,7641986816,1560 OWL RIDGE DR,COLO SPGS,38.92548429,-104.8541783,12OV-2,-104.8541783,38.92548429,38.925494,-104.854171,1.3,False,,,,,,,,,PD8945,PD008945,12OV-2,UG Transformer Bank,RVSF-46,38.92530789,-104.8542316,25,,20.1,new_assignment
1281577,,449046,12983,7,6,0,6,1.0,1.0,1.0,6,3,3,1.0,9801062059,10759 SPALDING VW,COLO SPGS,38.98707491,-104.7897292,,-104.7897292,38.98707491,38.987068,-104.789719,1.2,False,,,,,,,,,PD109481,PD109481,12KC-14,UG Transformer Bank,RVR14-14,38.98703984,-104.7898528,25,,11.4,new_assignment
1088265,,487549,19474,8,6,0,6,1.0,1.0,1.0,7,3,3,1.0,8527349469,9361 TWIN SISTERS DR,COLO SPGS,38.91833794,-104.6526897,,-104.6526897,38.91833794,38.918331,-104.652679,1.2,False,,,,,,,,,PD110030,PD110030,12FR-32,UG Transformer Bank,RBLR57-12,38.91854142,-104.6527708,50,,23.7,new_assignment
1225733,,487549,19474,8,6,0,6,1.0,1.0,1.0,7,3,3,1.0,9003432810,9349 TWIN SISTERS DR,COLO SPGS,38.91833517,-104.6528975,,-104.6528975,38.91833517,38.918328,-104.652887,1.2,False,,,,,,,,,PD110030,PD110030,12FR-32,UG Transformer Bank,RBLR57-12,38.91854142,-104.6527708,50,,25.4,new_assignment
1257422,,17101,21626,7,6,0,6,1.0,1.0,1.0,6,3,3,1.0,4030774019,,,38.80197921,-104.7476949,,-104.7476949,38.80197921,38.801973,-104.747685,1.1,False,,,,,,,,,UG32282,UG032282,13PV-4,UG Transformer Bank,RPPP-131,38.80185695,-104.7477411,25,,14.2,new_assignment
1097208,,536190,22694,8,6,0,6,1.0,1.0,1.0,7,3,3,1.0,2228832468,5396 DEVERS CT,COLO SPGS,38.75466802,-104.665874,12HZ-13,-104.665874,38.75466802,38.754631,-104.665864,4.2,False,,,,,,,,,PD110652,PD110652,12HZ-13,UG Transformer Bank,RBH1-19,38.75490331,-104.6657127,50,,29.7,new_assignment
1097145,,536190,22694,8,6,0,6,1.0,1.0,1.0,7,3,3,1.0,9573119575,5348 DEVERS CT,COLO SPGS,38.75504329,-104.665886,12HZ-13,-104.665886,38.75504329,38.755014,-104.665876,3.4,False,,,,,,,,,PD110652,PD110652,12HZ-13,UG Transformer Bank,RBH1-19,38.75490331,-104.6657127,50,,21.6,new_assignment
1179888,,477901,22705,7,6,0,6,1.0,1.0,1.0,6,3,3,1.0,2057562035,5753 MIRELAND VW,COLO SPGS,38.91562519,-104.6622865,12FR-32,-104.6622865,38.91562519,38.915591,-104.662283,3.8,False,,,,,,,,,PD110535,PD110535,12FR-32,UG Transformer Bank,RBLR38-2,38.9155203,-104.6624153,25,,16.1,new_assignment
1232533,,389930,22738,7,6,0,6,1.0,1.0,1.0,6,3,3,1.0,9964991550,9711 FEATHERGRASS DR,COLO SPGS,38.93486352,-104.6492483,12FR-32,-104.6492483,38.93486352,38.934827,-104.649239,4.1,False,,,,,,,,,PD107727,PD107727,12FR-32,UG Transformer Bank,RBLR42-9,38.93481641,-104.6488752,50,,32.7,new_assignment
1257693,,177915,25022,7,6,0,6,1.0,1.0,1.0,6,3,3,1.0,836151987,,,38.77310953,-104.7781229,,-104.7781229,38.77310953,38.773103,-104.778113,1.1,False,,,,,,,,,OH18019,OH018019,12BY-31,OH Transformer Bank,,38.77277861,-104.777503,25,,65.1,new_assignment
1275777,,349965,28518,7,6,0,6,1.0,1.0,1.0,6,3,3,1.0,1132052365,,,38.82986307,-104.8492129,,-104.8492129,38.82986307,38.829829,-104.849203,3.9,False,,,,,,,,,PD104749,PD104749,13FV-2,UG Transformer Bank,RGHM-105,38.83003608,-104.8496101,50,,39.4,new_assignment
1232538,,536367,31753,7,6,0,6,1.0,1.0,1.0,6,3,3,1.0,2584830947,1189 REDFISH PT,COLO SPGS,38.87113487,-104.8484798,12FT-1,-104.8484798,38.87113487,38.871142,-104.848498,1.8,False,,,,,,,,,PD109560,PD109560,12FT-1,UG Transformer Bank,RPMC-14,38.87109811,-104.8478769,50,,52.4,new_assignment
1143192,,20157,32363,7,6,0,6,1.0,1.0,1.0,6,3,3,1.0,9982815548,"2333 N LOGAN AVE, GARAGE",COLO SPGS,38.86575332,-104.7971277,12PJ-1,-104.7971277,38.86575332,38.865803,-104.797128,5.5,False,,,,,,,,,OH9912,OH009912,12PJ-1,OH Transformer Bank,,38.86536949,-104.7968759,25,,47.9,new_assignment
1265550,,384443,2360,6,5,0,5,1.0,1.0,1.0,5,3,3,1.0,104716469,,,38.97700692,-104.7261842,,-104.7261842,38.97700692,38.977,-104.726174,1.2,False,,,,,,,,,PD108056,PD108056,12BG-23,UG Transformer Bank,RHWR-13,38.97727801,-104.7258522,25,,41.6,new_assignment
1044086,,535970,3622,6,5,0,5,1.0,1.0,1.0,5,3,3,1.0,3934973164,"1330 W KIOWA ST, HSEMTR2",COLO SPGS,38.8399134,-104.8450471,,-104.8450471,38.8399134,38.947246,-104.71566,16365.5,True,,,,,,,,,PD110294,PD110294,12BG-22,UG Transformer Bank,RTUT-13,38.94721981,-104.7158508,50,,16352.1,new_assignment
1285307,,378461,4677,6,5,0,5,1.0,1.0,1.0,5,3,3,1.0,5106833009,1126 NORWOOD AVE,COLO SPGS,38.79977519,-104.8082485,,-104.8082485,38.79977519,38.93971,-104.744335,16514.6,True,,,,,,,,,PD107210,PD107210,12BG-21,UG Transformer Bank,RTCC-4,38.93958744,-104.7443822,25,,16500.4,new_assignment
1232979,,384663,5042,6,5,0,5,1.0,1.0,1.0,5,3,3,1.0,2797189562,8522 NOREEN FALLS DR,COLO SPGS,38.95526888,-104.7140902,12BG-22,-104.7140902,38.95526888,38.955235,-104.714083,3.8,False,,,,,,,,,PD107886,PD107886,12BG-22,UG Transformer Bank,RWWR13-8,38.95532739,-104.7138069,25,,25.3,new_assignment
1152875,,7010,8451,6,5,0,5,1.0,1.0,1.0,5,3,3,1.0,8730485549,823 E MORENO AVE,COLO SPGS,38.82475947,-104.8096948,,-104.8096948,38.82475947,38.94358,-104.759145,13917.9,True,,,,,,,,,PD839,PD000839,13CW-1,UG Transformer Bank,RMMB-4,38.9436032,-104.7590474,25,,13923.0,new_assignment
1125482,,444304,9552,6,5,0,5,1.0,1.0,1.0,5,3,3,1.0,9195559217,7380 CORNICE PT,COLO SPGS,38.93971986,-104.6836659,,-104.6836659,38.93971986,38.939689,-104.683615,5.6,False,,,,,,,,,PD109663,PD109663,12FR-31,UG Transformer Bank,RCWH-9,38.93975065,-104.6835052,25,,14.3,new_assignment
1037817,,13491,9840,6,5,0,5,1.0,1.0,1.0,5,3,3,1.0,6920643127,4409 ARGYLL CIR,COLO SPGS,38.86658149,-104.7449226,13RI-9,-104.7449226,38.86658149,38.866617,-104.74491,4.1,False,,,,,,,,,UG11178,UG011178,13RI-9,UG Transformer Bank,RBW-17,38.86714012,-104.7448977,25,,62.2,new_assignment
1137848,,139208,10986,6,5,0,5,1.0,1.0,1.0,5,3,3,1.0,1808942762,7583 MANISTIQUE DR,COLO SPGS,38.91604127,-104.6854951,12ST-2,-104.6854951,38.91604127,38.916034,-104.685485,1.2,False,,,,,,,,,PD17717,PD017717,12ST-2,UG Transformer Bank,RSRH-22,38.91617881,-104.6856044,25,,18.0,new_assignment
1232529,,506690,13062,6,5,0,5,1.0,1.0,1.0,5,3,3,1.0,4291711567,9120 COAL CART LN,COLO SPGS,38.94521829,-104.6567803,12FR-32,-104.6567803,38.94521829,38.945295,-104.656777,8.5,False,,,,,,,,,PD110756,PD110756,12FR-32,UG Transformer Bank,REP1-11,38.94510454,-104.6564248,25,,33.2,new_assignment
1059721,,4744,13891,6,5,0,5,1.0,1.0,1.0,5,3,3,1.0,1212681613,"6415 TEMPLETON GAP DL, TEMP",COLO SPGS,38.92575742,-104.7229875,,-104.7229875,38.92575742,38.798892,-104.845736,17662.2,True,,,,,,,,,OH27980,OH027980,12SP-35,OH Transformer Bank,,38.79893446,-104.8464025,25,,17693.2,new_assignment
1137183,,3488,19308,6,5,0,5,1.0,1.0,1.0,5,3,3,1.0,6289973317,3928 E PIKES PEAK AVE,COLO SPGS,38.83228589,-104.7537186,13KE-62,-104.7537186,38.83228589,38.83228,-104.753709,1.1,False,,,,,,,,,OH19253,OH019253,13KE-62,OH Transformer Bank,,38.83251858,-104.7547632,25,,94.1,new_assignment
1278656,,16010,19797,6,5,0,5,1.0,1.0,1.0,5,3,3,1.0,2649321213,629 GOLDEN EAGLE DR,COLO SPGS,38.82238581,-104.7403128,,-104.7403128,38.82238581,38.82238,-104.740303,1.1,False,,,,,,,,,PD10660,PD010660,13PV-4,UG Transformer Bank,RVSC-59,38.82198746,-104.7404724,25,,46.4,new_assignment
1090429,,20961,20599,6,5,0,5,1.0,1.0,1.0,5,3,3,1.0,1780397582,875 VAPOR TRL,COLO SPGS,38.82057616,-104.7236105,,-104.7236105,38.82057616,38.844399,-104.847521,11055.1,True,,,,,,,,,OH24494,OH024494,13Y-1,OH Transformer Bank,,38.84454151,-104.847696,25,,11073.6,new_assignment
1232488,,536372,22690,6,5,0,5,1.0,1.0,1.0,5,3,3,1.0,7296488711,1164 SMILEY CREEK PT,COLO SPGS,38.87002354,-104.8477582,12FT-1,-104.8477582,38.87002354,38.869987,-104.847748,4.2,False,,,,,,,,,PD109563,PD109563,12FT-1,UG Transformer Bank,RPMC-22,38.86983885,-104.8478287,25,,21.4,new_assignment
1232467,,497070,26787,6,5,0,5,1.0,1.0,1.0,5,3,3,1.0,7738248583,10650 WOLF LAKE DR,COLO SPGS,38.9811321,-104.7200314,12BG-23,-104.7200314,38.9811321,38.981127,-104.719986,4.0,False,,,,,,,,,PD110508,PD110508,12BG-23,UG Transformer Bank,RHWR-61,38.9808325,-104.7199086,25,,35.0,new_assignment
1257655,,3369,31015,6,5,0,5,1.0,1.0,1.0,5,3,3,1.0,8723371451,,,38.83426071,-104.7692718,,-104.7692718,38.83426071,38.834254,-104.769262,1.1,False,,,,,,,,,OH17672,OH017672,12AR-1,OH Transformer Bank,,38.83468018,-104.7691162,25,,48.6,new_assignment
1257361,,640,46334,6,5,0,5,1.0,1.0,1.0,5,3,3,1.0,8656302834,,,38.90093261,-104.749958,,-104.749958,38.90093261,38.900926,-104.749948,1.1,False,,,,,,,,,OH4138,OH004138,12AP-4,OH Transformer Bank,,38.90077597,-104.7502958,25,,34.0,new_assignment
1232961,,535978,46462,7,5,0,5,1.0,1.0,1.0,6,3,3,1.0,6322399250,7785 RUSTIC TRAIL LOOP,COLO SPGS,38.94512594,-104.7153706,12BG-22,-104.7153706,38.94512594,38.945144,-104.71536,2.2,False,,,,,,,,,PD110308,PD110308,12BG-22,UG Transformer Bank,RTUT-23,38.94507194,-104.7152583,25,,11.4,new_assignment
1232942,,535978,46462,7,5,0,5,1.0,1.0,1.0,6,3,3,1.0,7764453690,7761 RUSTIC TRAIL LOOP,COLO SPGS,38.94549133,-104.7153681,12BG-22,-104.7153681,38.94549133,38.945483,-104.71536,1.2,False,,,,,,,,,PD110308,PD110308,12BG-22,UG Transformer Bank,RTUT-23,38.94507194,-104.7152583,25,,47.6,new_assignment
1257706,,23720,12773,5,4,0,4,1.0,1.0,1.0,4,3,3,1.0,8028798981,,,38.91410078,-104.8689174,,-104.8689174,38.91410078,38.914094,-104.868907,1.2,False,,,,,,,,,PD12372,PD012372,12WR-2,UG Transformer Bank,RMOS-150,38.91408469,-104.8692588,25,,29.6,new_assignment
1066542,,4753,15193,5,4,0,4,1.0,1.0,1.0,4,3,3,1.0,9101521158,10660 WHITE DIAMOND PT,COLO SPGS,38.98470736,-104.795925,,-104.795925,38.98470736,38.79865,-104.811,20729.7,True,,,,,,,,,OH28696,OH028696,13HK-2,OH Transformer Bank,,38.79843106,-104.8117457,25,,20758.2,new_assignment
1097161,,537121,16117,6,4,0,4,1.0,1.0,1.0,5,3,3,1.0,1599491502,9242 ORO CITY LOOP,COLO SPGS,38.91641829,-104.656037,12FR-32,-104.656037,38.91641829,38.916381,-104.656027,4.2,False,,,,,,,,,PD111065,PD111065,12FR-32,UG Transformer Bank,RBLR56-7,38.91624357,-104.6556914,25,,35.7,new_assignment
1233002,,537121,16117,6,4,0,4,1.0,1.0,1.0,5,3,3,1.0,4921472534,9238 ORO CITY LOOP,COLO SPGS,38.91617149,-104.6560236,12FR-32,-104.6560236,38.91617149,38.916163,-104.656015,1.2,False,,,,,,,,,PD111065,PD111065,12FR-32,UG Transformer Bank,RBLR56-7,38.91624357,-104.6556914,25,,29.8,new_assignment
1247846,,14575,21056,5,4,0,4,1.0,1.0,1.0,4,3,3,1.0,4849659950,850 MARLSTONE PL,COLO SPGS,38.84970719,-104.8420426,,-104.8420426,38.84970719,38.849701,-104.842033,1.1,False,,,,,,,,,PD9612,PD009612,13Y-1,UG Transformer Bank,RMG-8,38.84977067,-104.8423595,25,,28.3,new_assignment
