BADGE,BADGE_ADDRESS,BADGE_CITY,MODEL_BADGE_LAT,MODEL_BADGE_LON,GIS_BADGE_LAT,GIS_BADGE_LON,MODEL_VS_GIS_LATLON_DISTANCE_M
1143826,3115 GLENARM RD LOT 17,COLO SPGS,38.87132,-104.850097,38.771304999999998,-104.767072060000004,13244.4
1084087,"701 MANITOU AVE, LIBRARY",MANITOU,38.769592,-104.818236,38.856597919999999,-104.914685539999994,12784.0
1074774,"235 MAIN ST, TRF SG",COLO SPGS,38.865999,-104.766057,38.752640409999998,-104.742001430000002,12776.1
1154281,2514 E BUENA VENTURA ST,COLO SPGS,38.914731,-104.661266,38.853261629999999,-104.783597049999997,12603.0
1133285,"2598 W ANJELINA CIR, CELL POLE",COLO SPGS,38.903179,-104.78649,38.795006000000001,-104.746549630000004,12515.7
1127180,6888 BLACK FOREST RD,COLO SPGS,38.827928,-104.740872,38.931873650000000,-104.702678410000004,12021.8
1132426,"3928 E BIJOU ST, CELL POLE",COLO SPGS,38.939368,-104.791847,38.836500340000001,-104.752428649999999,11936.3
1136230,1234 KNULL DR,COLO SPGS,38.873939,-105.073156,38.779364479999998,-105.009258399999993,11884.0
1136169,"1232 KNULL DR, STORAGE GARAGE",COLO SPGS,38.87362,-105.074218,38.781326470000003,-105.008363290000005,11741.5
1132422,"2183 JET WING DR, CELL POLE",COLO SPGS,38.902152,-104.792,38.802690759999997,-104.748430659999997,11685.4
1164675,2840 S CIRCLE DR LOT 245,COLO SPGS,38.901511,-104.764992,38.799289459999997,-104.792327670000006,11610.4
1054071,"8548 N POWERS BLVD, CONST TRLR",COLO SPGS,39.025484,-104.82518,38.955197679999998,-104.726681880000001,11556.4
1054068,"8546 N POWERS BLVD, CONST TRLR",COLO SPGS,39.025484,-104.82518,38.955143470000003,-104.726774050000003,11554.6
1001432,"8350 CHIPITA PARK RD, RESI",CASCADE,38.863276,-104.861264,38.909055420000001,-104.975180350000002,11096.4
1090429,875 VAPOR TRL,COLO SPGS,38.844399,-104.847521,38.820569849999998,-104.723600579999996,11056.1
1143711,2208 E BOULDER ST,COLO SPGS,38.914824,-104.868091,38.838706060000000,-104.788208490000002,10929.6
1020798,355 MARLAND RD S,COLO SPGS,38.869932,-104.829128,38.774613780000003,-104.853484179999995,10806.9
1013819,720 CHAPMAN DR,COLO SPGS,38.871251,-104.850019,38.820276499999999,-104.753711859999996,10084.2
1142917,"2485 BRAVERY HTS, HSEMTR",COLO SPGS,38.889105,-104.732152,38.867358350000003,-104.843861829999994,9967.7
1281061,"8 LAKE AVE, ELEC2",COLO SPGS,38.766096,-104.736698,38.792518760000000,-104.846426570000006,9955.1
1132721,"24100 GOLD CAMP RD, MTR 5",COLO SPGS,38.798403,-104.875794,38.841999489999999,-104.975138639999997,9878.0
1007953,64 CHEYENNE MOUNTAIN BLVD,COLO SPGS,38.871467,-104.861527,38.783786190000001,-104.843997169999994,9867.2
1127219,2018 W BIJOU ST,COLO SPGS,38.930248,-104.823269,38.845354159999999,-104.853868340000005,9804.2
1114120,1905 N ACADEMY BLVD UNIT A101,COLO SPGS,38.773244,-104.767442,38.860687650000003,-104.756488509999997,9769.5
1112173,"2510 ARLINGTON DR, HSEMTR",COLO SPGS,38.87995,-104.711202,38.811140510000001,-104.778583150000003,9622.6
1158561,319 S EL PASO ST,,38.841668,-104.705819,38.828539859999999,-104.812994099999997,9397.1
1132678,1234 KNULL DR,COLO SPGS,38.873939,-105.073156,38.841756400000001,-104.974316490000007,9276.4
1099393,1905 N ACADEMY BLVD UNIT D104,COLO SPGS,38.785885,-104.793614,38.860736950000003,-104.756488000000004,8923.0
1014074,9452 BRODHEAD ST,COLO SPGS,38.978983,-104.715048,38.916155920000001,-104.653066129999999,8805.4
1121136,"496 CARDIFF CIR, CELL POLE",COLO SPGS,38.830562,-104.772113,38.761581810000003,-104.820884230000004,8757.7
1136225,"2295 FLINTRIDGE DR, ANTENNA",COLO SPGS,38.812421,-104.799647,38.889989419999999,-104.784814699999998,8720.3
1132767,"2826 CONSTITUTION AVE, PHONE EQUIP",COLO SPGS,38.801381,-104.835132,38.859423710000002,-104.775534570000005,8264.7
1101528,4934 OLD FOUNTAIN BLVD,COLO SPGS,38.881241,-104.711311,38.810392810000003,-104.736305689999995,8169.9
1012910,"7045 N CAREFREE CIR, CELLSITE",COLO SPGS,38.830209,-104.756815,38.885468430000003,-104.696895999999995,8042.0
1113807,"1807 KALEIDOS VW, HSEMTR",COLO SPGS,38.871227,-104.799024,38.808202270000002,-104.754417090000004,8002.4
1073864,"6796 RESEARCH PKWY, CONST TRLR",COLO SPGS,38.927754,-104.783341,38.958257009999997,-104.700874470000002,7897.5
1026042,2415 NEW LIFE DR,COLO SPGS,38.945798,-104.716102,38.993012139999998,-104.783632490000002,7851.5
1114527,"3199 TEARDROP CIR, BROADBAND",COLO SPGS,38.883612,-104.823355,38.877617690000001,-104.733086639999996,7842.0
1149577,"2409 E SAINT VRAIN ST, HSEMTR",COLO SPGS,38.900834,-104.741234,38.839588820000003,-104.785256820000001,7804.1
1031540,2319 COOPER AVE UNIT 101,COLO SPGS,38.799422,-104.807477,38.866297779999996,-104.834719239999998,7801.7
1111015,1095 WESTERN DR LOT 182,COLO SPGS,38.864515,-104.781249,38.848965399999997,-104.693761159999994,7770.3
1209502,5000 NORTHPARK DR,COLO SPGS,38.842933,-104.84157,38.904952559999998,-104.825783349999995,7030.4
1126975,1530 MESA RD,COLO SPGS,38.792863,-104.853944,38.853431899999997,-104.845333159999996,6776.1
1082158,770 CANA GRV UNIT 101,COLO SPGS,38.868048,-104.791712,38.817475580000000,-104.750520039999998,6659.5
1120605,"5450 PIKES PEAK HWY, GLEN COVE",COLO SPGS,38.921071,-105.026518,38.875656030000002,-105.072784200000001,6444.5
1145044,3131 GREENWAY CREEK VW,COLO SPGS,38.917715,-104.662725,38.875627700000003,-104.713562730000007,6423.2
1099390,1905 N ACADEMY BLVD UNIT C103,COLO SPGS,38.883877,-104.82424,38.860790909999999,-104.756482259999999,6402.9
1237753,"2645 HEARTHWOOD LN, HSEMTR4",COLO SPGS,38.928185,-104.763145,38.871820820000003,-104.755752830000006,6300.0
1248323,"5448 PIKES PEAK HWY, LIGHTS",GN MTN FLS,38.875165,-105.074138,38.921570549999998,-105.037929649999995,6036.9
1127938,5446 PIKES PEAK HWY,GN MTN FLS,38.875165,-105.074138,38.921543090000000,-105.037929820000002,6034.3
1311029,6626 OLD STAGE RD,COLO SPGS,38.779619,-104.871128,38.731999209999998,-104.896658070000001,5739.2
1282841,4 CANON AVE,MANITOU,38.833262,-104.85823,38.857685470000000,-104.916011130000001,5693.5
1202842,"1842 ELDORADO SPRINGS HTS, OFC TRLR",COLO SPGS,38.787558,-104.728843,38.784347429999997,-104.793391920000005,5606.2
1305436,3295 ANTENNA SITE RD,COLO SPGS,38.776838,-104.872893,38.730776329999998,-104.893944599999998,5437.4
1128456,3812 TRANSMITTER LN,COLO SPGS,38.776767,-104.87241,38.729641510000000,-104.887519010000005,5401.4
1135988,,,38.904583,-104.790993,38.885853150000003,-104.848197810000002,5370.9
1305435,3270 ANTENNA SITE RD,COLO SPGS,38.776814,-104.872637,38.731156870000000,-104.891542569999999,5335.0
1163440,"6731 DUBLIN LOOP W, HSEMTR",COLO SPGS,38.948783,-104.736114,38.929415929999998,-104.792225410000000,5309.4
1132725,"14020 RAY NIXON RD, RR CONTROL BLDG",FOUNTAIN,38.633261,-104.70623,38.600930759999997,-104.675307540000006,4487.9
1132755,"4605 INTERSTATE 25, VMS FORT CARSON MM 134",COLO SPGS,38.731659,-104.738024,38.762003260000000,-104.771213820000000,4435.0
1306438,6255 OLD STAGE RD,COLO SPGS,38.778758,-104.870062,38.743107850000001,-104.891467030000001,4377.1
1008423,"812 E PIKES PEAK AVE, CONST TRLR",COLO SPGS,38.863593,-104.776688,38.834101730000000,-104.810115420000002,4374.2
1000526,217 S WEBER ST APT 9,,38.865583,-104.837926,38.829712430000001,-104.819504300000006,4295.8
1288301,6075 OLD STAGE RD,COLO SPGS,38.779004,-104.870344,38.744130380000001,-104.891510010000005,4290.1
1311828,6055 OLD STAGE RD,COLO SPGS,38.77905,-104.870571,38.743647289999998,-104.889375180000002,4260.9
1288300,6025 OLD STAGE RD,COLO SPGS,38.778849,-104.870345,38.744448579999997,-104.891300470000004,4234.7
1311827,6045 OLD STAGE RD,COLO SPGS,38.779074,-104.870826,38.744653290000002,-104.890016399999993,4173.4
1280453,6085 OLD STAGE RD,COLO SPGS,38.778981,-104.87006,38.745540470000002,-104.891162910000006,4144.2
1133642,"335 VICTORIA ST, HSEMTR",COLO SPGS,38.855753,-104.833065,38.821224100000002,-104.818911970000002,4030.4
1288299,6035 OLD STAGE RD,COLO SPGS,38.778873,-104.870771,38.746790040000000,-104.889159870000000,3907.5
1000553,217 S WEBER ST APT 4,,38.847353,-104.783493,38.829714510000002,-104.819859100000002,3710.5
1001815,"5450 PIKES PEAK TOLL RD, PARK 3",COLO SPGS,38.932392,-105.054098,38.921015550000000,-105.025777770000005,2757.1
1251007,3505 SIMON PT,COLO SPGS,38.779248,-104.870171,38.761797070000000,-104.891301189999993,2668.5
1136205,"1122 KNULL RD, ANTENNA",CASCADE,38.815584,-104.992638,38.836172540000000,-104.976843450000004,2667.0
1216207,3505 SIMON PT,COLO SPGS,38.779248,-104.870171,38.761854239999998,-104.891304190000000,2664.1
1037179,8755 SCARBOROUGH DR,COLO SPGS,38.978713,-104.733024,38.956995069999998,-104.738307340000006,2457.7
1132744,"1502 W FILLMORE ST, TERMINAL",COLO SPGS,38.875133,-104.828453,38.873691520000001,-104.855620299999998,2357.3
1299157,3620 SIMON PT,COLO SPGS,38.779047,-104.871075,38.765720670000000,-104.891422370000001,2303.8
1091513,"2802 AVIATION WAY, #6",COLO SPGS,38.801813,-104.705051,38.820475690000002,-104.714272370000003,2223.7
1311026,4710 OLD STAGE RD,COLO SPGS,38.779251,-104.870768,38.763745049999997,-104.886609989999997,2204.3
1142979,"1417 AUSTIN BLUFFS PKWY, CELL POLE",COLO SPGS,38.901668,-104.780416,38.890846830000001,-104.799576279999997,2048.7
1311785,3450 OLD STAGE RD,COLO SPGS,38.778979,-104.869776,38.772090830000003,-104.890681139999998,1967.4
1143094,"1198 KNULL RD, ANTENNA",CASCADE,38.826911,-104.977908,38.814396109999997,-104.989869130000002,1735.0
1011278,"5387 RESEARCH PKWY, TRF SG",,38.970894,-104.732252,38.956791850000002,-104.726189050000002,1653.4
1091501,2802 AVIATION WAY BLDG 4,COLO SPGS,38.80252,-104.706621,38.790803660000002,-104.717609390000007,1613.7
1143129,"3915 PANORAMA RD, CELL POLE",COLO SPGS,38.902448,-104.791484,38.889691010000000,-104.796683970000004,1488.2
1102161,"2691 MASON WAY, LIGHTS",COLO SPGS,38.805745,-104.731216,38.792863850000003,-104.733681649999994,1448.2
1000524,217 S WEBER ST APT 6,,38.825474,-104.805238,38.829713929999997,-104.819758730000004,1343.3
1198889,6228 GUNSHOT PASS DR,COLO SPGS,38.881206,-104.734958,38.878932040000002,-104.720501650000003,1276.6
1297821,6270 WATERFALL LOOP,MANITOU,38.822958,-104.925719,38.827942239999999,-104.938430240000002,1232.8
1155209,"7773 VALET RD, PKGOFC",COLO SPGS,38.792917,-104.703807,38.797573839999998,-104.692484930000006,1109.5
1269663,"3820 N 30TH ST, COTTAGE",COLO SPGS,38.895662,-104.882079,38.887345410000002,-104.876007840000000,1063.6
1082383,"14020 RAY NIXON RD, CATHDC",FOUNTAIN,38.633261,-104.70623,38.633202779999998,-104.694588650000000,1011.2
1168463,"11170 S STATE HIGHWAY 115, ELEC",COLO SPGS,38.673064,-104.854436,38.667223200000002,-104.862472890000006,953.2
1000679,10510 KEETON RANCH RD,COLO SPGS,38.681967,-104.852982,38.685769129999997,-104.862799839999994,951.3
1153400,"101 NORAD RD, HELICOPTER PAD",COLO SPGS,38.743514,-104.844768,38.739116750000001,-104.835504889999996,940.5
1000690,2190 KEETON RANCH RD,COLO SPGS,38.684049,-104.860498,38.688497699999999,-104.868958090000007,885.4
1091842,"7804 DRENNAN RD, TRLR",COLO SPGS,38.781445,-104.681819,38.780987330000002,-104.692011190000002,884.9
1002520,7825 GARDINER RD,CASCADE,38.905786,-104.973194,38.900139549999999,-104.966028300000005,882.4
1067767,"11015 INTERSTATE 25, VMS",COLO SPGS,38.974364,-104.806671,38.981444449999998,-104.810518750000000,854.7
1046996,"2802 AVIATION WAY, ELEC",COLO SPGS,38.805028,-104.697976,38.810236570000001,-104.705040350000004,842.7
1153138,"15002 RAY NIXON RD, PUMP",COLO SPGS,38.614321,-104.689412,38.609934559999999,-104.681654240000000,832.0
1098898,"7264 MONTARBOR DR, TRF SG",COLO SPGS,38.925413,-104.765576,38.926265479999998,-104.756103850000002,824.9
1302964,2120 SUMMERSET DR,COLO SPGS,38.945242,-104.78344,38.951542009999997,-104.788462620000004,824.3
1000687,,,38.682757,-104.854937,38.676569800000003,-104.850072100000006,807.3
1133325,"11255 STATE HIGHWAY 83, TRF SG",COLO SPGS,38.994387,-104.793014,38.994570269999997,-104.783700730000007,805.1
1000689,10550 S STATE HIGHWAY 115,COLO SPGS,38.682757,-104.854937,38.676596539999998,-104.850072549999993,804.7
1201749,"3350 PASEO RD, CAMPGROUND",COLO SPGS,38.876691,-104.775598,38.879978489999999,-104.767571599999997,785.1
1015421,"5450 PIKES PEAK HWY, PITS 2",COLO SPGS,38.921071,-105.026518,38.922595379999997,-105.035311899999996,779.4
1048653,10550 S STATE HIGHWAY 115,COLO SPGS,38.682757,-104.854937,38.677287190000001,-104.849818290000002,753.2
1012567,"314 E COLORADO AVE, TRF SG",,38.836636,-104.825417,38.832463509999997,-104.819102139999998,717.2
1000735,"730 ROCK CREEK CANYON RD, PAV",COLO SPGS,38.705468,-104.831015,38.706975450000002,-104.838916580000003,705.8
1206309,"220 MESA RD, POND",COLO SPGS,38.849368,-104.830274,38.843395860000001,-104.828425409999994,683.1
1298150,6250 WATERFALL LOOP,MANITOU,38.830903,-104.932158,38.827430630000002,-104.938163840000001,647.9
1039653,"7955 N MARKSHEFFEL RD, SPKG",COLO SPGS,38.942107,-104.678339,38.947856129999998,-104.679156550000002,643.2
1002309,6205 WELLINGTON RD,CASCADE,38.922606,-104.981773,38.925824579999997,-104.975743640000005,632.6
1005465,9330 MOUNTAIN RD,CASCADE,38.915351,-104.993039,38.911165859999997,-104.988188410000006,626.7
1007292,1000 FRENCH CREEK RD,CASCADE,38.883399,-104.959537,38.879170979999998,-104.964296230000002,625.1
1090741,"4539 S POWERS BLVD, LLWAS SITE#8",COLO SPGS,38.766963,-104.704456,38.766440350000003,-104.697490060000007,606.7
1210214,"5510 N ACADEMY BLVD, LIGHTS",COLO SPGS,38.906796,-104.782641,38.910340650000002,-104.787956460000004,605.7
1002311,9555 CHIPITA PARK RD,CASCADE,38.922238,-104.994969,38.924598609999997,-105.001238229999998,602.5
1221687,3530 VAN TEYLINGEN DR APT A,COLO SPGS,38.877466,-104.762296,38.882835620000002,-104.763131889999997,601.4
1269664,"3820 N 30TH ST, E ROCK CAB",COLO SPGS,38.889588,-104.878087,38.893514390000000,-104.882657850000001,589.2
1011259,4261 PYRAMID MOUNTAIN RD,CASCADE,38.900197,-104.963164,38.903479429999997,-104.957825580000005,588.7
1224493,"900 S INSTITUTE ST, TRF SG",COLO SPGS,38.823749,-104.802661,38.821135259999998,-104.808548999999999,587.1
1277561,"3820 N 30TH ST, SIGN",COLO SPGS,38.888644,-104.880949,38.891712450000000,-104.875449930000002,585.6
1070486,"356 CHAPEL HILLS DR, SPKG",COLO SPGS,38.969712,-104.7837,38.974608959999998,-104.781222560000003,585.1
1136097,"10135 INTERSTATE 25, SIGN",COLO SPGS,38.97287,-104.806111,38.977710250000001,-104.808763490000004,585.0
1000569,"9237 CHIPITA PARK RD, SUBSTA",CASCADE,38.920514,-104.991326,38.922333610000003,-104.997549140000004,575.1
1287165,7684 SOLITUDE LN,COLO SPGS,38.942191,-104.860366,38.942579170000002,-104.866940740000004,570.3
1091710,"7770 MILTON E PROBY PKWY, Q",COLO SPGS,38.797512,-104.700867,38.792390470000001,-104.700637589999999,569.8
1082747,14393 AUGE WAY,COLO SPGS,38.618517,-104.712138,38.614083590000000,-104.709036479999995,561.8
1265796,"4603 SADDLEWOOD DR, PHONE EQUIP",COLO SPGS,38.902257,-104.756826,38.898672400000002,-104.761378250000007,560.4
1215726,"10 CLIFF RD, MUSEUM",MANITOU,38.862836,-104.912209,38.858144699999997,-104.909887400000002,559.0
1276813,"10 CLIFF RD, MUSEUM",MANITOU,38.862836,-104.912209,38.858170940000001,-104.909888319999993,556.3
1091503,"2802 AVIATION WAY, LANDING LIGHTS",COLO SPGS,38.786391,-104.714155,38.790325820000000,-104.718034529999997,551.8
1203044,"4470 VENETUCCI BLVD, SPKG / SIGN",FOUNTAIN,38.766636,-104.785715,38.768680250000003,-104.779969429999994,547.5
1311826,"4250 CHEYENNE MOUNTAIN ZOO RD, MICROWAVE TOWER",COLO SPGS,38.772157,-104.856654,38.773865219999998,-104.862559090000005,546.0
1013059,6570 TRANSMITTER LN BLDG A1,COLO SPGS,38.745369,-104.860068,38.742365800000002,-104.865013050000002,543.5
1133034,"6213 WHETSTONE DR, PHONE EQUIP",COLO SPGS,38.924131,-104.736262,38.928914229999997,-104.735331099999996,537.9
1175946,224 S 10TH ST,COLO SPGS,38.838506,-104.842526,38.833748730000003,-104.843465159999994,535.2
1038077,"4427 VENETUCCI BLVD, SIGN",FOUNTAIN,38.769095,-104.78015,38.766887339999997,-104.785534159999997,527.4
1073970,"6560 TRANSMITTER LN, MTR D",COLO SPGS,38.745369,-104.860068,38.742316570000000,-104.864631529999997,521.4
1059751,"9261 N POWERS BLVD, SIGN",COLO SPGS,38.967671,-104.739542,38.963712450000003,-104.736316650000006,521.1
1073593,,,38.745369,-104.860068,38.742318150000003,-104.864601129999997,519.3
1073595,"6560 TRANSMITTER LN, MTR H",COLO SPGS,38.745369,-104.860068,38.742320059999997,-104.864566350000004,516.9
1073925,,,38.745369,-104.860068,38.742318320000003,-104.864533019999996,514.8
1013058,6550 TRANSMITTER LN,COLO SPGS,38.745369,-104.860068,38.742520460000001,-104.864739139999998,514.2
1073990,,,38.745369,-104.860068,38.742320290000002,-104.864499899999998,512.5
1100010,7551 MILTON E PROBY PKWY,COLO SPGS,38.793915,-104.705944,38.792106680000003,-104.711383740000002,512.5
1073991,6565 TRANSMITTER LN BLDG A1,COLO SPGS,38.745369,-104.860068,38.742195690000003,-104.864331000000007,511.1
1005471,1295 GLENROCK DR,COLO SPGS,38.684897,-104.845026,38.684257920000000,-104.850837339999998,509.4
1149435,"5450 PIKES PEAK TOLL RD, REG PIT",CASCADE,38.919891,-105.020516,38.923923410000000,-105.023306309999995,509.2
1287146,7695 SOLITUDE LN,COLO SPGS,38.942134,-104.859225,38.942168420000002,-104.864992490000006,498.8
1310018,"3118 BRIARGATE PKWY, SPKG",COLO SPGS,38.968345,-104.772849,38.967248079999997,-104.767338920000000,491.7
1177612,"1950 S 21ST ST, RESTROOMS",COLO SPGS,38.817988,-104.859634,38.822232790000001,-104.861076819999994,488.3
1149335,5320 SILVER SPUR AVE,COLO SPGS,38.852989,-104.734577,38.853008410000001,-104.728938850000006,488.2
1163423,"14702 INTERSTATE 25, CAMERA",FOUNTAIN,38.615184,-104.687551,38.619336240000003,-104.689370879999998,488.0
1114535,"3710 BRADLEY RD, SIGN",COLO SPGS,38.774946,-104.758954,38.770566940000002,-104.759123459999998,487.2
1073929,"6560 TRANSMITTER LN, MTR I",COLO SPGS,38.745369,-104.860068,38.742497299999997,-104.864290389999994,485.9
1079321,"3203 SILVER HAWK AVE, SPKG",COLO SPGS,38.786769,-104.733069,38.784794050000002,-104.728087400000007,484.4
1013073,6545 TRANSMITTER LN,COLO SPGS,38.745369,-104.860068,38.742150420000002,-104.863816959999994,483.5
1169813,"3508 N PROSPECT ST, SHED",COLO SPGS,38.882035,-104.816197,38.884537819999998,-104.811637149999996,482.9
1154366,1465 SHADBERRY CT,COLO SPGS,38.852945,-104.728923,38.852937380000000,-104.734472620000005,480.6
1289201,"3820 N 30TH ST, ASPEN",COLO SPGS,38.893472,-104.881462,38.890328930000003,-104.877758409999998,474.2
1012579,"4365 INTERSTATE 25, SIGN",COLO SPGS,38.783791,-104.787736,38.780236219999999,-104.784732289999994,473.3
1206337,"540 GOLD CAMP RD, CAMERA",COLO SPGS,38.826376,-104.889161,38.822233830000002,-104.890334580000001,471.7
1031748,"7101 RANGEWOOD DR, SPKG E",COLO SPGS,38.938333,-104.756724,38.934460039999998,-104.754582639999995,468.8
1092893,"5717 AIRPORT RD, REG",COLO SPGS,38.824581,-104.725767,38.824564969999997,-104.720359669999993,468.4
1132978,"3532 WOODLAND HILLS DR, PHONE EQUIPMENT",COLO SPGS,38.932837,-104.761612,38.932402240000002,-104.756284649999998,463.3
1149846,"3817 VILLAGE RD S, HSEMTR",COLO SPGS,38.879941,-104.756692,38.875830039999997,-104.755910600000007,462.1
1173530,"3835 GALLEY RD, TRF SG",COLO SPGS,38.851059,-104.7566,38.846948890000000,-104.755993599999996,460.0
1127648,"3105 GATEWAY RD, SUNRSE",COLO SPGS,38.876634,-104.876298,38.875184019999999,-104.871371280000005,455.9
1186286,2002 E LAS VEGAS ST,COLO SPGS,38.803055,-104.790106,38.806107089999998,-104.793572889999993,453.2
1277226,1850 LA BELLEZZA GRV,COLO SPGS,38.945934,-104.862542,38.941931580000002,-104.862854319999997,445.9
1127578,"3819 JANITELL RD, PUMP4",COLO SPGS,38.784117,-104.786612,38.781152710000001,-104.783237139999997,440.7
1002081,"5450 PIKES PEAK TOLL RD, PARK 4",COLO SPGS,38.932392,-105.054098,38.928648500000001,-105.052428250000006,440.6
1164965,"2255 E LAS VEGAS ST, MODULAR",COLO SPGS,38.804336,-104.792087,38.800642269999997,-104.790363999999997,437.0
1308991,6530 PERFECT VW,COLO SPGS,38.919263,-104.831734,38.918957280000001,-104.836753509999994,435.6
1207741,"3333 TEMPLETON GAP RD, MAINT",COLO SPGS,38.879875,-104.790883,38.876222329999997,-104.792603790000001,432.6
1012578,"4305 INTERSTATE 25, SIGN",COLO SPGS,38.784642,-104.788496,38.781423609999997,-104.785703359999999,432.0
1124571,"3333 TEMPLETON GAP RD, GOLF EQUIP MAINT BLDG",COLO SPGS,38.879875,-104.790883,38.876211660000003,-104.792514260000004,431.1
1154823,"3620 E LA SALLE ST, POOL",COLO SPGS,38.856545,-104.756765,38.858908749999998,-104.760691219999998,429.7
1095277,"2102 N CHEYENNE CANYON RD, GATE",COLO SPGS,38.791514,-104.86948,38.791177400000002,-104.864564119999997,427.7
1090070,"7257 E US HIGHWAY 24, ST LIGHT",COLO SPGS,38.841261,-104.693831,38.839219200000002,-104.697996130000007,426.2
1091514,"7562 MILTON E PROBY PKWY, LOCALIZER",COLO SPGS,38.814963,-104.683431,38.818761840000001,-104.683972710000006,425.0
1281131,276 CRYSTAL PARK RD,MANITOU,38.846479,-104.898985,38.844303570000001,-104.902968560000005,421.3
1205538,"3752 MAIZELAND RD, SPKG",COLO SPGS,38.868197,-104.761378,38.871973730000001,-104.761178610000002,420.3
1110456,"220 MESA RD, PAVLN",COLO SPGS,38.847026,-104.829738,38.843389629999997,-104.828601719999995,416.1
1231762,"4631 STANTON ST, CELLSITE",COLO SPGS,38.896645,-104.80157,38.897023730000001,-104.806311080000000,412.5
